,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure at sea level,Average relative humidity,Total rainfall and / or snowmelt,Average visibility,Average wind speed,Maximum sustained wind speed,PM2.5 AQI Value,AQI Category
6388,-12.4,-6.1,-23.9,995.7,85,0,16.1,3.3,13,107.0,Unhealthy for Sensitive Groups
6389,-12.2,-5.6,-18.3,1003.6,89,0,16.1,0.9,5.4,117.0,Unhealthy for Sensitive Groups
6393,-22.9,-17.8,-26.7,1009.4,78,0,16.1,0,-,144.0,Unhealthy for Sensitive Groups
6394,-27.4,-17.8,-31.1,1018.5,75,0,16.1,3.1,14.8,72.0,Moderate
6395,-24.7,-16.7,-31.7,1021.5,74,0,16.1,15.4,25.9,48.0,Good
6399,-23.8,-19.4,-27.8,1006.3,78,0,16.1,1.7,9.4,149.0,Unhealthy for Sensitive Groups
6400,-12.6,-1.7,-26.1,995.5,82,0,16.1,5.9,16.5,109.0,Unhealthy for Sensitive Groups
6401,-7.1,-1.7,-17.8,995.8,89,0,15.9,3.3,9.4,100.0,Moderate
6405,-9.3,-5,-11.1,1005.9,89,1.52,6.1,1.3,7.6,37.0,Good
6406,-15.3,-8.3,-21.1,1016.1,82,3.05,8.7,6.9,11.1,20.0,Good
6407,-28.4,-21.1,-33.9,1018.6,80,0.25,10.8,1.9,7.6,57.0,Moderate
6411,-31.5,-30,-34.4,1025.1,72,0,6.8,1.9,7.6,51.0,Moderate
6412,-33.4,-30,-36.1,1023.3,89,0.25,14.5,0.9,5.4,86.0,Moderate
6413,-27.4,-22.8,-36.1,1030.9,74,0,14.8,0,-,88.0,Moderate
6417,-27.5,-20.6,-33.3,1033.4,77,0,16.1,2,11.1,66.0,Moderate
6419,-30.4,-20.6,-36.1,1037.1,73,0,16.1,1.1,5.4,125.0,Unhealthy for Sensitive Groups
6420,-31.3,-24.4,-36.1,1032.6,74,0,16.1,1.9,7.6,130.0,Unhealthy for Sensitive Groups
6421,-29.5,-22.2,-34.4,1036,75,0,16.1,2.2,11.1,152.0,Unhealthy
6425,-28.5,-20.6,-33.9,1028.2,74,0,16.1,0.4,5.4,145.0,Unhealthy for Sensitive Groups
6426,-30,-22.2,-33.9,1037.6,73,0,16.1,0.6,9.4,137.0,Unhealthy for Sensitive Groups
6427,-27.8,-20.6,-33.9,1035.5,78,0,16.1,0.6,7.6,148.0,Unhealthy for Sensitive Groups
6431,-3.3,-1.1,-11.1,1010.4,87,0,6,12.6,31.7,20.0,Good
6432,-3.8,-1.1,-5.6,1023.5,91,0,7.9,6.3,18.3,15.0,Good
6433,-2.8,-1.1,-5,1020.7,87,0,7.4,10,31.7,30.0,Good
6437,-5.3,-2.8,-7.2,1029.2,88,0,10.9,4.3,18.3,38.0,Good
6438,-3.8,1.1,-9.4,1027.1,91,0,11.9,5.2,33.5,35.0,Good
6439,-6.9,1.1,-16.1,1030.8,86,0,11.1,7,33.5,67.0,Moderate
6443,-14,-11.7,-22.8,1008,76,0,15.3,18.3,38.9,15.0,Good
6444,-12.8,-8.9,-15,997,81,0,9.3,7.2,20.6,19.0,Good
6445,-11.5,-8.3,-15,996.7,82,0,3.2,15.2,40.7,18.0,Good
6448,-26,-14.4,-33.9,1041.5,74,0,16.1,4.3,14.8,86.0,Moderate
6449,-17.4,-11.1,-22.8,1031.5,75,0,15.8,5,14.8,44.0,Good
6450,-11.3,-8.9,-13.3,1026.5,83,0,14.2,6.9,16.5,38.0,Good
6454,-10.3,-3.3,-19.4,1015.9,87,0.25,16.1,1.1,9.4,55.0,Moderate
6455,-12.8,-4.4,-19.4,1003.5,83,0,16.1,4.6,11.1,58.0,Moderate
6456,-6.3,-2.2,-9.4,983.3,72,0,16.1,11.1,16.5,22.0,Good
6460,-6.5,4.4,-17.8,1008.7,74,0,16.1,7.2,16.5,47.0,Good
6461,-2,3.3,-4.4,1003,80,0,11.4,6.9,16.5,19.0,Good
6462,-4.9,1.7,-10.6,1012.2,87,4.83,12.7,6.1,13,24.0,Good
6466,-2.2,0.6,-11.1,1014.7,85,0,14,8.3,29.4,23.0,Good
6467,-3.6,0.6,-6.7,1022,78,0.76,13.5,8.3,29.4,24.0,Good
6468,-6.7,0,-18.3,1033,68,0,15.8,12.4,38.9,39.0,Good
6472,-9.6,-0.6,-21.1,1012.5,45,0,16.1,10.7,20.6,24.0,Good
6473,-9.2,0,-22.2,1004.5,42,0,16.1,16.3,27.8,35.0,Good
6474,-9.9,0,-22.2,1006.3,43,0,16.1,8.7,20.6,48.0,Good
6478,-9.7,0,-18.9,1038.6,74,0,16.1,3,14.8,30.0,Good
6480,-1.8,1.7,-3.3,1034.3,81,2.03,10.6,9.6,16.5,15.0,Good
6481,-6.8,2.2,-18.9,1036.3,51,0,16.1,8.1,18.3,37.0,Good
6482,-10.4,-0.6,-20,1027.2,48,0,16.1,12.6,27.8,28.0,Good
6486,-2.2,4.4,-11.1,1008.3,53,0,16.1,3.5,9.4,22.0,Good
6487,-2.4,6.7,-11.1,1010.4,50,0,16.1,9.6,18.3,28.0,Good
6488,0.3,7.2,-10.6,1009.6,52,0,16.1,13,20.6,31.0,Good
6492,4.5,8.9,-6.1,1001.1,57,0,16.1,13.3,22.2,20.0,Good
6493,-0.7,5,-5.6,1011.9,58,0,16.1,14.6,22.2,20.0,Good
6494,-3.8,3.3,-10.6,1026,50,0,16.1,15.4,25.9,22.0,Good
6498,-0.1,5.6,-6.1,1002.3,44,0,16.1,18.3,25.9,23.0,Good
6499,-2.4,3.3,-6.1,999.1,46,0,16.1,16.9,22.2,20.0,Good
6500,-4.7,4.4,-7.8,1008.3,70,1.52,11.9,15.6,25.9,17.0,Good
6504,5.4,10,-1.1,1003.4,64,0,15.9,9.4,24.1,12.0,Good
6505,3.9,10,-2.8,1014.9,57,0.51,16.1,7,24.1,20.0,Good
6506,3,8.9,-3.3,1014.5,63,0,16.1,7.4,18.3,18.0,Good
6511,2.9,5.6,0,1008.4,79,2.03,11.4,8.3,16.5,14.0,Good
6512,1.3,6.1,-1.1,1011.4,74,3.56,15,11.3,22.2,9.0,Good
6513,2.7,8.9,-1.1,1009.1,55,0,16.1,6.3,16.5,16.0,Good
6517,4.9,11.1,-2.2,1020.3,60,0,16.1,7.8,22.2,9.0,Good
6518,8.3,16.7,-1.1,1017.2,39,0,16.1,9.8,18.3,19.0,Good
6519,12.8,21.7,0.6,1008.3,32,0,16.1,11.7,25.9,21.0,Good
6523,8.8,16.1,-0.6,1016.8,44,0,16.1,6.7,16.5,17.0,Good
6524,11.4,16.1,8.3,1006.3,44,0,16.1,12,22.2,12.0,Good
6525,8.8,13.9,2.2,1012.2,69,2.29,16.1,6.9,27.8,13.0,Good
6529,13.7,18.9,7.8,1007.7,53,0,16.1,15.2,25.9,13.0,Good
6530,13.4,20.6,5.6,1004.7,48,0,16.1,5.7,16.5,20.0,Good
6531,13.3,21.1,5.6,995.8,67,3.81,15.1,9.3,31.7,10.0,Good
6535,9.3,17.2,1.7,1006.4,70,10.16,16.1,8,20.6,20.0,Good
6536,12,17.8,1.7,1003.3,56,0.25,16.1,6.1,25.9,23.0,Good
6537,12.3,18.3,3.3,1004.7,54,1.27,16.1,13.3,20.6,8.0,Good
6541,13.8,18.3,7.2,1010,46,0,16.1,8.3,22.2,21.0,Good
6543,12.2,18.3,7.2,1011.2,69,0,16.1,6.9,22.2,18.0,Good
6544,13.1,21.1,5.6,1015.2,60,0.51,16.1,5.9,14.8,21.0,Good
6545,16.2,23.3,5.6,1013.2,46,0,16.1,6.7,13,21.0,Good
6549,15.1,22.8,7.2,1000.2,60,0,16.1,8.3,24.1,23.0,Good
6550,14.5,20.6,8.3,1004.8,62,0,16.1,6.1,31.7,29.0,Good
6551,14.3,21.7,7.2,1009,67,1.27,16.1,5.4,25.9,51.0,Moderate
6555,9.8,16.7,2.2,1014.4,58,0,16.1,2.4,11.1,36.0,Good
6556,14.3,18.9,2.8,1006.8,48,0,16.1,7.2,25.9,154.0,Unhealthy
6557,10.9,17.2,5.6,1010.4,46,0.51,10.6,8.7,25.9,83.0,Moderate
6561,17.1,21.1,8.9,1008,58,0,16.1,7.4,24.1,16.0,Good
6562,16.6,25.6,7.8,1014.9,59,0.25,16.1,5.9,14.8,9.0,Good
6563,22.5,28.9,17.2,1006.3,40,0,16.1,7.8,14.8,17.0,Good
6567,17.3,23.9,10,1009.7,47,0,16.1,5.6,22.2,28.0,Good
6568,18.9,24.4,10,1008.2,51,0,16.1,7.2,18.3,34.0,Good
6569,16.6,23.9,11.1,1008.6,62,0,16.1,4.1,18.3,57.0,Moderate
6574,16.9,23.3,12.2,1013.6,77,0.25,16.1,6.3,25.9,7.0,Good
6575,17,23.3,11.1,1023.9,75,5.84,15.8,9.3,27.8,11.0,Good
6576,18.8,25,10.6,1028.8,56,0,16.1,10.7,24.1,23.0,Good
6580,17.1,25,10.6,1011.9,66,0,16.1,2.8,11.1,30.0,Good
6581,20.7,26.7,10.6,1002.2,48,0,16.1,9.4,14.8,37.0,Good
6582,16.2,23.9,12.2,998.7,64,0,16.1,5.7,16.5,23.0,Good
6586,16.4,23.9,7.8,1021.6,57,0,16.1,5.9,16.5,18.0,Good
6587,18.7,24.4,7.8,1014,44,0,16.1,10.6,24.1,14.0,Good
6588,15.2,21.7,11.7,1009.8,68,0,16.1,5.7,25.9,22.0,Good
6592,17.8,22.8,5,1018.9,57,0,16.1,8,33.5,24.0,Good
6593,16.9,23.3,12.2,1022.9,67,0.25,16.1,9.8,33.5,27.0,Good
6594,19.6,26.7,11.7,1024.1,60,0,16.1,6.7,18.3,42.0,Good
6598,22,30,11.1,1016.5,51,0,16.1,3.5,11.1,55.0,Moderate
6599,21.5,27.8,13.9,1016.8,57,0,16.1,4.4,18.3,50.0,Good
6600,19.8,25.6,15,1016.9,64,0,16.1,7.2,18.3,42.0,Good
6604,21.3,27.2,12.8,1018.5,58,0,14.6,5.2,13,68.0,Moderate
6606,19.9,27.8,13.9,1009.8,65,0,15.9,9.8,22.2,56.0,Moderate
6607,15.2,23.9,12.2,1004.5,79,0,16.1,7.2,16.5,22.0,Good
6608,16.3,20.6,12.2,1000.1,80,0,16.1,7.2,14.8,18.0,Good
6612,13.5,14.4,13.3,-,97,0,7.4,6.5,11.1,11.0,Good
6613,12.5,16.7,8.9,1004.8,75,0,16.1,6.7,20.6,13.0,Good
6614,11.6,16.7,5.6,1009.1,59,1.52,16.1,6.5,13,12.0,Good
6618,15.7,22.2,8.9,997.4,73,0,16.1,3.9,14.8,13.0,Good
6619,13.4,18.9,9.4,1001.3,88,22.1,13,8.3,16.5,5.0,Good
6620,11.3,15,9,1008.5,93,6.86,12.2,8.7,14.8,8.0,Good
6624,12.6,20,5,1022.5,63,0,16.1,6.1,16.5,25.0,Good
6625,15.4,21.7,5,1017.2,76,0,16.1,4.1,9.4,23.0,Good
6626,16.4,21.7,10.6,1008.7,79,0,15.8,7.6,13,9.0,Good
6630,11,15.6,8.9,1010.6,86,7.11,16.1,7.4,18.3,14.0,Good
6631,10.9,17.2,4.4,1011.6,77,0,16.1,3.5,9.4,13.0,Good
6632,11.9,15.6,4.4,1009.6,92,5.33,13.8,7,18.3,8.0,Good
6636,8.1,12.2,5,1006.7,88,8.89,15.6,10.2,24.1,10.0,Good
6638,6.9,12.2,1.7,1012.1,85,0,12.7,6.1,16.5,11.0,Good
6639,10.4,12.2,1.7,1014.4,83,4.32,15.6,15.9,29.4,11.0,Good
6640,10.1,13.3,7.8,1020.9,89,2.54,16.1,8.5,18.3,10.0,Good
6644,10.2,16.1,7.2,1019.3,77,0,16.1,10.4,24.1,7.0,Good
6645,8.1,16.1,1.7,1023.6,67,0,16.1,12.2,24.1,22.0,Good
6646,7.1,17.2,-1.1,1020.3,70,0,16.1,4.3,13,35.0,Good
6650,12,17.8,5.6,1022.7,77,0,16.1,5.9,18.3,10.0,Good
6651,10.1,18.3,2.8,1023.1,59,0,16.1,11.5,20.6,25.0,Good
6652,10.7,16.1,2.8,1016.6,54,0,16.1,7.4,11.1,41.0,Good
6656,9.7,12.8,5.6,1023.2,90,0.25,13.5,2.4,7.6,16.0,Good
6657,8.3,10,7.2,1021.6,94,1.52,10.5,3.1,9.4,17.0,Good
6658,8.8,11.7,7.2,1015.7,93,5.59,11.6,3.9,13,10.0,Good
6662,8.9,12.8,2.8,1009.2,81,1.27,15.8,11.9,22.2,6.0,Good
6663,8.3,12.8,5.6,1024.2,80,2.03,15.8,6.9,16.5,23.0,Good
6664,4.9,11.7,-0.6,1029.8,78,0,16.1,8.1,14.8,49.0,Good
6669,7.1,20,-2.8,1018.7,47,0,16.1,8.7,22.2,32.0,Good
6670,6.7,20,-2.2,1013.6,44,0,16.1,4.3,18.3,90.0,Moderate
6671,4.3,16.7,-3.9,1009.6,58,0,16.1,3.1,11.1,52.0,Moderate
6675,2.8,10.6,-2.8,1015.7,49,0,16.1,12.4,20.6,34.0,Good
6676,-1.8,5,-7.8,1023.1,60,0,16.1,3.5,11.1,42.0,Good
6677,-3,7.8,-8.3,1023.5,60,0,16.1,6.7,13,95.0,Moderate
6681,3.9,7.8,-4.4,1007.3,84,0,16.1,3.5,11.1,35.0,Good
6682,3.3,7.2,0.6,1008.8,90,0.25,16.1,5,11.1,22.0,Good
6683,0.6,7.8,-4.4,1008.5,85,0,16.1,8,13,29.0,Good
6687,1.2,10.6,-3.3,1004.2,82,0,16.1,6.7,16.5,30.0,Good
6688,2.4,6.7,-3.3,993.7,92,1.78,14.3,9.1,14.8,21.0,Good
6689,1.8,10,-2.8,1000.5,87,1.52,16.1,7,14.8,48.0,Good
6693,0.3,11.1,-5,991.9,85,0,16.1,4.4,9.4,53.0,Moderate
6694,2.2,5.6,-5,991.1,85,0,16.1,3.5,9.4,51.0,Moderate
6695,0.2,3.9,-2.2,999.4,94,0,12.7,2.6,7.6,25.0,Good
6699,-13.6,-8.3,-16.7,1021.2,82,0,16.1,2.6,7.6,65.0,Moderate
6701,-10.7,-5.6,-16.7,1020.7,82,0,16.1,1.3,7.6,59.0,Moderate
6702,-11.9,-4.4,-16.1,1011.8,82,0,16.1,1.3,9.4,105.0,Unhealthy for Sensitive Groups
6703,-12.9,-4.4,-17.2,1004.9,79,0,16.1,1.9,5.4,155.0,Unhealthy
6707,-13.1,-8.9,-17.8,1025.5,83,0,16.1,1.1,7.6,70.0,Moderate
6708,-8.9,-7.8,-16.1,1019.9,85,0,15.8,0.2,5.4,70.0,Moderate
6709,-12.8,-7.8,-16.7,1020.7,86,0,15,0.7,5.4,54.0,Moderate
6713,-6.5,-1.7,-8.9,1004.8,77,1.27,8.5,20.2,25.9,9.0,Good
6714,-9.1,-5,-10,1012.4,83,8.13,7.2,15.4,20.6,19.0,Good
6715,-15.4,-7.8,-22.2,1024.5,82,2.03,16.1,6.7,14.8,79.0,Moderate
6719,-7.4,-5.6,-10.6,999.6,90,0,16.1,2,13,35.0,Good
6720,-7.9,-5.6,-11,1000.8,90,0,7.9,2.2,9.4,34.0,Good
6721,-6.1,-5.6,-7.2,999.6,93,0.25,5.3,3.1,9.4,15.0,Good
6725,-10.4,-7.2,-21.1,993.2,80,0,16.1,12.4,18.3,38.0,Good
6726,-7.8,-1.7,-15,983.6,85,0,16.1,6.1,13,58.0,Moderate
6727,-11.2,-1.7,-17.2,982.2,88,0,16.1,3.1,11.1,108.0,Unhealthy for Sensitive Groups
6732,-13.4,-7.2,-20.6,1008.7,86,0,16.1,0.7,7.6,75.0,Moderate
6733,-7.8,0,-19.4,1013.1,90,1.27,15.4,3.3,22.2,88.0,Moderate
6734,-7.8,-4,-12.8,1019,90,0,12.1,2.2,9.4,51.0,Moderate
6738,-7.8,-3.3,-16.1,995.9,90,0,16.1,0.7,7.6,65.0,Moderate
6739,-6.2,-0.6,-8.9,987.5,90,0,15.4,3,14.8,40.0,Good
6740,-10.2,-0.6,-15.6,987,91,0,12.2,1.1,9.4,72.0,Moderate
6744,-16.1,-15,-17.2,994,76,0,15.1,3.5,9.4,59.0,Moderate
6745,-22.3,-13.9,-27.2,997.3,76,-,13.5,3.1,9.4,82.0,Moderate
6746,-23.4,-20.6,-27.2,998.3,71,-,13.2,0.9,9.4,40.0,Good
6750,-18.2,-17.8,-20,999,76,-,5.8,1.9,5.4,25.0,Good
6751,-23.9,-17.8,-30.6,1005.6,74,-,16.1,0.2,5.4,128.0,Unhealthy for Sensitive Groups
6752,-29.4,-19.4,-31.7,1008.8,68,0,16.1,0,-,90.0,Moderate
6756,-28,-25,-30,1019.6,71,0,16.1,6.3,11.1,71.0,Moderate
6757,-22.2,-15.6,-30,1011.9,71,0,16.1,9.6,16.5,103.0,Unhealthy for Sensitive Groups
6758,-17.9,-13.3,-25,1007.4,75,0,16.1,3.7,13,116.0,Unhealthy for Sensitive Groups
6762,-7.8,-1.1,-17.2,994.2,73,0,16.1,7.8,18.3,100.0,Moderate
6763,-5.5,1.1,-12.2,986.1,77,0,16.1,7.6,14.8,81.0,Moderate
6764,-6.4,1.1,-13.3,978.5,83,0,13,3,13,54.0,Moderate
6765,-13.1,-2.8,-27.2,1006.1,78,3.81,10.5,8.5,14.8,79.0,Moderate
6769,-37.6,-34.4,-39.4,1021.1,-,0,10.3,0,5.4,157.0,Unhealthy
6770,-32.7,-23.9,-39.4,1022.9,-,0,13.7,0.9,5.4,120.0,Unhealthy for Sensitive Groups
6771,-24.2,-19.4,-37.2,1020,70,0.25,10.6,0.9,9.4,52.0,Moderate
6775,-25.1,-20,-31.1,1011.8,68,0,16.1,6.1,13,135.0,Unhealthy for Sensitive Groups
6776,-19.4,-16.1,-27.8,1015,74,0,16.1,2.8,14.8,151.0,Unhealthy
6777,-23.6,-16.1,-27.2,1017.3,73,0,16.1,2,7.6,163.0,Unhealthy
6781,-18.3,-17,-20,1013.9,74,1.02,9.3,0.4,7.6,48.0,Good
6782,-19.7,-17.2,-22.2,1016.3,73,0.51,15.1,0.4,7.6,72.0,Moderate
6783,-22.9,-18.3,-30.6,1013.5,73,0,16.1,4.6,16.5,97.0,Moderate
6787,-9.4,-1.7,-19.4,997.4,80,0,15.8,2,9.4,62.0,Moderate
6788,-4.8,1.1,-16.1,1010.9,85,3.56,8.4,5.7,27.8,81.0,Moderate
6789,-13.8,-10,-16.7,1024.1,79,0,16.1,1.5,7.6,91.0,Moderate
6793,-20.3,-8.3,-30.6,1022.7,73,0,16.1,7.6,31.7,83.0,Moderate
6795,-27.4,-14.4,-32.2,1027.4,68,0,16.1,4.8,20.6,88.0,Moderate
6796,-25.1,-14.4,-33.9,1024.2,68,0,16.1,7.2,16.5,98.0,Moderate
6797,-17.6,-12.8,-24.4,1023.2,72,0,12.6,2.4,7.6,38.0,Good
6801,-13.9,-7.2,-18.3,1023.6,79,0,16.1,1.5,7.6,124.0,Unhealthy for Sensitive Groups
6802,-9.9,-5,-17.8,1026.6,80,0,16.1,1.9,9.4,74.0,Moderate
6803,-6.5,-4.4,-13.3,1034.6,84,2.29,8.4,3.7,14.8,44.0,Good
6807,-7.1,0,-13.3,1010.7,70,6.86,9,16.9,35.2,19.0,Good
6808,-16.1,-5,-18.3,1025.7,74,0.51,14.2,6.3,16.5,57.0,Moderate
6809,-23.4,-15,-31.1,1023.3,77,0,15.8,5,14.8,85.0,Moderate
6813,-9.3,-4.4,-18.3,1012.6,78,3.81,14,7.2,20.6,33.0,Good
6814,-16.8,-6.7,-26.1,1024.8,74,0.25,16.1,7,24.1,70.0,Moderate
6815,-16.1,-10,-26.1,1015.8,76,0,16.1,6.5,11.1,59.0,Moderate
6819,-16.1,-4.4,-21.1,1031.1,72,0,16.1,1.3,9.4,76.0,Moderate
6820,-15.4,-3.9,-23.3,1029.1,74,0,16.1,1.9,11.1,90.0,Moderate
6821,-17.1,-5.6,-25,1032.5,73,0,16.1,1.3,7.6,100.0,Moderate
6824,-14.9,-3.9,-23.9,1024,71,0,16.1,1.5,7.6,83.0,Moderate
6825,-14.7,-3.9,-23.3,1025.6,72,0,16.1,0.6,9.4,73.0,Moderate
6826,-8,-5,-12.2,1036.5,76,0.51,12.4,2.2,13,43.0,Good
6830,-4.8,-0.6,-10.6,1009.6,81,2.79,11.4,4.3,11.1,29.0,Good
6831,-4.7,2.8,-9.4,1003.8,77,0,16.1,1.3,9.4,51.0,Moderate
6832,-4.1,5.6,-10,999.4,65,0,16.1,4.6,16.5,59.0,Moderate
6836,-5.8,3.3,-13.3,1004.1,76,1.27,16.1,6.9,18.3,33.0,Good
6837,-2.6,3.3,-13.3,997.1,56,0,16.1,10.6,18.3,31.0,Good
6838,-4.3,6.1,-15,1003.4,64,0,16.1,4.8,16.5,46.0,Good
6842,1.8,9.4,-2.8,1001.6,67,0,15.4,12.6,31.7,18.0,Good
6843,-4.6,5.6,-11.7,1015.2,61,0,16.1,11.3,22.2,38.0,Good
6844,0.6,11.1,-11.7,999.8,62,0,16.1,5.9,13,25.0,Good
6848,3.8,10,-3.3,1018.6,67,0,13.7,4.6,14.8,25.0,Good
6849,3,7.2,1.1,1018.8,83,2.29,16.1,5.4,11.1,19.0,Good
6850,3.3,7.2,1.1,1023,78,1.27,13.2,4.1,11.1,21.0,Good
6854,0.9,10,-6.7,1037.1,69,0,16.1,0.9,5.4,56.0,Moderate
6856,2.4,12.2,-5.6,1032,62,0,16.1,1.7,9.4,56.0,Moderate
6857,2.4,10.6,-5,1022.9,62,0,16.1,4.1,16.5,28.0,Good
6858,-3.7,6.1,-8.3,1018.6,45,0,16.1,26.1,40.7,18.0,Good
6862,2.6,4.4,0.6,991.9,44,0,16.1,15.6,18.3,23.0,Good
6863,3.5,12.2,-3.9,994.5,50,0,16.1,5.6,20.6,30.0,Good
6864,5.3,12.8,-3.9,999.8,53,0,16.1,3.3,14.8,37.0,Good
6868,5.2,10.6,0.6,1000.3,61,0,15.9,4.1,14.8,13.0,Good
6869,4.9,10,-0.6,1002.4,58,0,16.1,9.6,14.8,30.0,Good
6870,3.3,10.6,-2.2,1004.2,60,0,16.1,7,14.8,38.0,Good
6874,-1.2,1.7,-3.3,1001.3,81,2.03,7.9,7.4,13,13.0,Good
6875,0.1,7.2,-6.1,1005.8,64,0.76,16.1,6.9,22.2,25.0,Good
6876,3.5,13,-1.1,1002.4,45,0,16.1,11.5,25.9,14.0,Good
6880,2.9,10,-3.3,1022.2,52,0,16.1,9.6,16.5,12.0,Good
6881,4.2,10,-3.3,1024.4,41,0,16.1,11.3,24.1,14.0,Good
6882,3.8,11.1,-4.4,1029.4,41,0,16.1,7.2,18.3,25.0,Good
6887,13,20.6,0.6,1021.9,34,0,16.1,6.5,14.8,23.0,Good
6888,12.4,21.1,1.7,1012.4,32,0,16.1,14.3,27.8,13.0,Good
6889,4.7,14.4,1.1,1013.8,61,0.76,14,14.1,35.2,11.0,Good
6893,5.6,6.7,3.9,1007.6,45,0,16.1,15,16.5,19.0,Good
6894,12.2,20.6,7.2,1008.1,43,0,16.1,7.8,16.5,11.0,Good
6895,8.4,16.1,5,1018.9,69,3.81,16.1,3.9,22.2,10.0,Good
6899,10.7,17.8,4.4,1014,39,0,16.1,6.3,14.8,17.0,Good
6900,10.7,17.8,1.7,1010.3,41,0,16.1,4.3,11.1,24.0,Good
6901,12.9,23.3,1.7,1008.8,45,0,16.1,4.1,14.8,35.0,Good
6905,11.8,18.9,7.8,1008.1,72,8.89,12.2,5.9,25.9,20.0,Good
6906,13.2,21.7,6.1,1005,54,0,16.1,5.6,20.6,22.0,Good
6907,14.6,22.8,5.6,1011.3,42,0,16.1,5.4,20.6,29.0,Good
6911,15.1,23.3,7.2,1017.9,57,1.02,16.1,7.2,20.6,22.0,Good
6912,18.5,23.9,7.2,1007.4,40,0,16.1,4.4,18.3,95.0,Moderate
6913,18.4,23.9,12.8,1003.2,39,0,15.6,11.7,22.2,10.0,Good
6917,18.2,23.9,9.4,1005.8,42,0,15.1,10,22.2,52.0,Moderate
6919,11.7,18.3,10.6,1005.8,88,9.91,11.4,8.9,20.6,11.0,Good
6920,12.3,17.8,10,1011.1,84,10.16,14.2,6.9,18.3,18.0,Good
6921,12.9,20.6,6.7,1010.5,63,16.76,15.6,7.4,22.2,10.0,Good
6925,14.3,21.1,7.8,1016.1,61,0,16.1,7.6,27.8,20.0,Good
6926,14.2,20.6,7.8,1016.2,61,0,16.1,5,18.3,31.0,Good
6927,15.5,22.2,7.8,1018.2,56,0,16.1,5.6,18.3,20.0,Good
6931,18.4,23.9,8.3,1009.3,46,0,16.1,9.4,22.2,18.0,Good
6932,19.6,25.6,10,1009.2,45,0,16.1,10.2,33.5,25.0,Good
6933,19.1,25.6,10,1006.1,49,0,16.1,12.2,22.2,24.0,Good
6937,18.9,24.4,13.3,1015.8,64,0,16.1,6.5,14.8,17.0,Good
6938,20.4,27.8,12.8,1021,57,0,16.1,3.7,14.8,24.0,Good
6939,21.8,28.9,12.8,1017.8,51,0,16.1,3,11.1,29.0,Good
6943,18.5,24.4,11.1,1014.8,47,0,16.1,8,20.6,76.0,Moderate
6944,19,24.4,11.1,1018.7,42,0,12.4,10.4,20.6,71.0,Moderate
6945,19,26.1,11.1,1019.8,45,0,9.5,4.3,11.1,156.0,Unhealthy
6950,17.1,26.1,14.4,1023.2,75,4.06,12.2,10.6,27.8,41.0,Good
6951,15.9,22.2,10,1022.9,60,0.25,16.1,6.3,18.3,68.0,Moderate
6952,18.3,24.4,10,1018.6,59,0,15.6,6.1,14.8,76.0,Moderate
6956,22.2,28.9,15,1019.1,47,0,7.9,7,13,364.0,Hazardous
6957,20.9,26.7,13.9,1014.8,56,0,5,4.6,14.8,303.0,Hazardous
6958,21.7,30,12.8,1012.5,54,0,4,4.4,11.1,377.0,Hazardous
6962,17.6,24.4,15.6,1009.5,83,4.32,7.6,4.3,13,83.0,Moderate
6963,19.2,25,12.2,1009,63,0,15.1,5.9,14.8,66.0,Moderate
6964,19.2,25.6,11.7,1007.3,61,0,16.1,5.2,13,59.0,Moderate
6968,19.3,25.6,14.4,1012.1,60,0.76,16.1,9.8,14.8,30.0,Good
6969,16.7,22.2,11.1,1015.9,68,0,16.1,5.4,24.1,55.0,Moderate
6970,17.8,24.4,11.1,1018.9,62,0,16.1,11.3,24.1,37.0,Good
6974,19.8,26.7,16.1,1008.6,58,0,15.9,12.8,22.2,44.0,Good
6975,17.6,22.8,13.9,1004.8,73,0.25,11.6,5,13,60.0,Moderate
6976,15.1,20,12.8,1006.7,80,4.57,14.2,2,9.4,36.0,Good
6980,16.6,23.9,10,1012.1,65,0.25,16.1,4.1,11.1,41.0,Good
6982,16.2,24.4,10,1010.5,70,2.54,11.6,9.6,27.8,55.0,Moderate
6983,13.9,19.4,10.6,1015.9,67,5.33,13,8.1,22.2,51.0,Moderate
6984,15.8,17.8,10.6,1013.8,91,32.51,10.3,7.6,16.5,8.0,Good
6988,15.6,20.6,13.3,1022.6,79,11.18,14,5.6,14.8,20.0,Good
6989,13.6,20.6,8.9,1024,83,0.76,14.2,4.3,9.4,17.0,Good
6990,16.6,21.1,8.9,1019.9,70,0,16.1,5.7,18.3,19.0,Good
6994,18,23.3,7.8,1013.3,74,5.33,10.8,8.9,18.3,13.0,Good
6995,15.4,19.4,12.8,1017.8,78,22.86,14.6,14.6,29.4,18.0,Good
6996,13.4,17.2,11.7,1023.2,80,1.02,16.1,9.4,22.2,11.0,Good
7000,10.1,15.6,2.8,1021.2,55,0,16.1,5.6,14.8,17.0,Good
7001,10.6,16.7,2.8,1012.3,54,0,16.1,9.4,16.5,22.0,Good
7002,11.7,17.2,5,1005.7,61,0.51,14.6,6.3,13,16.0,Good
7006,9.3,17.8,0.6,1010.7,63,0,16.1,5.4,18.3,28.0,Good
7007,11.4,18.3,0.6,1014.6,65,0,16.1,5.9,22.2,22.0,Good
